isco3,isco3_label,isco2,isco2_label,isco1,isco1_label,esco_occupation_count,composite_description,sample_skills,esco_occupations
754,Other craft and related workers,75,"Food processing, wood working, garment and other craft and related trades workers",7,Craft and related trades workers,34,"Occupation group: Other craft and related workers
Constituent occupations: aircraft assembly inspector, automated optical inspection operator, automotive test driver, battery test technician, cigar inspector, clothing quality inspector, construction commercial diver, consumer goods inspector, control panel tester, electrical equipment inspector, electronic equipment inspector, engineered wood board grader, footwear quality controller, harvest diver, leather goods quality controller, lumber grader, metal product quality control inspector, motor vehicle assembly inspector, non-destructive testing specialist, pest management worker, pesticides sprayer, precision device inspector, printed circuit board test technician, product assembly inspector, product grader, product quality controller, product quality inspector, pulp grader, rescue diver, rolling stock assembly inspector, shotfirer, textile quality inspector, veneer grader, vessel assembly inspector

Representative occupation descriptions:
Footwear quality controllers perform visual analysis of the aspects of footwear, raw material and components applying criteria previously defined and decide on rejections or acceptances. They analyse collected data, prepare reports and deliver them to quality management. They apply previously defined quality management tools aiming at achievement of the objectives stated in the quality policy. They participate in monitoring and control of the quality system and in the implementation of corrective and preventive measures.

Pest management workers identify, eliminate and repel pests by applying specific chemical solutions, setting traps and other equipment to control pests such as rats, mice and cockroaches. They apply pesticides and clean and remove pests after extermination. Their tasks might include elimination of fungi, moisture or insects. They inform and advise clients, residents and facility owners on after care and preventive methods to keep away pests.

Clothing quality inspectors inspect manufactured components and ready-made garments in order to classify them according to their quality by ensuring compliance with quality standards and identifying defects or deviations from specifications. They inspect and test products, parts and materials for conformity with specifications and standards. They ensure all work produced meets or exceeds the department's quality standards.",European pesticide legislation; European vehicle type-approval legislation; abide by regulations on banned materials; agricultural chemicals; aircraft mechanics; analyse images; analyse test data; apparel manufacturing technology; apply GMP; apply HACCP; apply coating to electrical equipment; apply crisis management; apply footwear and leather goods quality control techniques; apply health and safety standards; apply requirements concerning manufacturing of food and beverages,aircraft assembly inspector; automated optical inspection operator; automotive test driver; battery test technician; cigar inspector; clothing quality inspector; construction commercial diver; consumer goods inspector; control panel tester; electrical equipment inspector; electronic equipment inspector; engineered wood board grader; footwear quality controller; harvest diver; leather goods quality controller; lumber grader; metal product quality control inspector; motor vehicle assembly inspector; non-destructive testing specialist; pest management worker; pesticides sprayer; precision device inspector; printed circuit board test technician; product assembly inspector; product grader; product quality controller; product quality inspector; pulp grader; rescue diver; rolling stock assembly inspector; shotfirer; textile quality inspector; veneer grader; vessel assembly inspector
811,Mining and mineral processing plant operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,26,"Occupation group: Mining and mineral processing plant operators
Constituent occupations: asphalt plant operator, block machine operator, concrete products machine operator, derrickhand, dewatering technician, drill operator, driller, electrolytic cell maker, mineral crushing operator, mineral processing operator, oil rig motorhand, pipeline pump operator, precast moulder, roughneck, roustabout, slate mixer, stone driller, stone planer, stone polisher, stone splitter, surface miner, tool pusher, tunnel boring machine operator, underground heavy equipment operator, underground miner, well-digger

Representative occupation descriptions:
Tunnel boring machine operators work on large pieces of tunnelling equipment commonly known as TBMs. They regulate the operation of the machine, adjusting the torque of the rotating cutting wheel and screw conveyor to maximise stability of the tunnel before tunnel rings are installed. Tunnel boring machine operators then put the reinforced concrete rings in place using remote controls.

Tool pushers assume responsibility over daily drilling operations. They do mostly administrative work. Tool pushers ensure that the oil rig has sufficient materials, spare parts and enough personnel to continue with the daily operations. They conduct drilling activities in accordance with scheduled programme, supervising drilling crew and equipment.

Asphalt plant operators extract raw materials such as sand and stones and operate mobile equipment for their transport to the plant. They tend automated machines to crush and sort out stones, and to mix the sand and stones with asphalt cement. They take samples to check the quality of the mix and arrange for its transport to the construction site.",act with a high level of safety awareness; address problems critically; adjust curing ovens; adjust tightness of engine parts; apply health and safety standards; asphalt mixes; assemble metal parts; assemble moulds; bolt engine parts; cast concrete sections; check borehole depth; chemistry; clean up spilled oil; clear drill sites; collect samples,asphalt plant operator; block machine operator; concrete products machine operator; derrickhand; dewatering technician; drill operator; driller; electrolytic cell maker; mineral crushing operator; mineral processing operator; oil rig motorhand; pipeline pump operator; precast moulder; roughneck; roustabout; slate mixer; stone driller; stone planer; stone polisher; stone splitter; surface miner; tool pusher; tunnel boring machine operator; underground heavy equipment operator; underground miner; well-digger
812,Metal processing and finishing plant operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,19,"Occupation group: Metal processing and finishing plant operators
Constituent occupations: abrasive blasting operator, anodising machine operator, casting machine operator, coating machine operator, cylindrical grinder operator, deburring machine operator, dip tank operator, electroplating machine operator, enameller, extrusion machine operator, filing machine operator, metal annealer, metal drawing machine operator, metal rolling mill operator, rustproofer, spring maker, surface grinding machine operator, tumbling machine operator, wire weaving machine operator

Representative occupation descriptions:
Casting machine operators operate casting machines to manipulate metal substances into shape. They set up and tend casting machines to process molten ferrous and non-ferrous metals to manufacture metal materials. They conduct the flow of molten metals into casts, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault.

Abrasive blasting operators use the proper equipment and machinery to smoothen rough surfaces by abrasive blasting. Abrasive blasting is commonly used in the finishing process of metal workpieces and for blasting building materials used in masonry such as bricks, stones and concrete. They operate blasters or sand cabinets which forcibly thrust a stream of abrasive material such sand, soda or water, under high pressure, propelled by a centrifigal wheel, in order to shape and smoothen surfaces.

Tumbling machine operators set up and operate tumbling machines, often wet or drie tumbling barrels, designed to remove excess material and burrs of heavy metal workpieces and precious metals and to improve surface appearance, by rotating the metal pieces in a barrel together with grit and potentially water, allowing for the friction between the pieces mutually and with the grit to cause a rounding, smooth effect.",adjust burner controls; admit basic metals to furnace; alloys of precious metals; anodising process; apply precision metalworking techniques; apply preliminary treatment to workpieces; apply spraying techniques; assemble metal parts; attend to detail in casting processes; blast surface; blasting abrasives; cast metal; casting processes; check quality of enamel; coating machine parts,abrasive blasting operator; anodising machine operator; casting machine operator; coating machine operator; cylindrical grinder operator; deburring machine operator; dip tank operator; electroplating machine operator; enameller; extrusion machine operator; filing machine operator; metal annealer; metal drawing machine operator; metal rolling mill operator; rustproofer; spring maker; surface grinding machine operator; tumbling machine operator; wire weaving machine operator
813,Chemical and photographic products plant and machine operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,32,"Occupation group: Chemical and photographic products plant and machine operators
Constituent occupations: anaerobic digestion plant operator, capsule filling machine operator, chemical mixer, coking furnace operator, cosmetics production machine operator, distillation operator, fermenter operator, fertiliser mixer, gauger, granulator machine operator, lacquer maker, lime kiln operator, mine control room operator, motion picture film developer, nitrator operator, nitroglycerin neutraliser, nitroglycerin separator operator, nonwoven filament machine operator, paint mixer, perfume production machine operator, pesticide mixer, photographic developer, pill maker operator, plodder operator, pyrotechnics drying room attendant, soap chipper, soap drier operator, soap maker, soap tower operator, tracer powder blender, varnish maker, wax bleacher

Representative occupation descriptions:
Mine control room operators perform a range of tasks from the control room of a mine. They monitor the processes through electronic representations shown on monitors, dials, and lights. Control room operators make changes to variables and communicate with other departments to make sure processes keep running smoothly and according to established procedures. They take appropriate actions in case of irregularities or emergencies.

Coking furnace operators monitor the operation of a usually automatic industrial oven that takes in crushed, washed, and blended bituminous coal and heats it to temperatures between 1000 and 2000 °C without the presence of oxygen in order to obtain cokes. The finished cokes are then quenched with water or air and prepared for transport.

Anaerobic digestion plant operators oversee and maintain the process of breaking down organic matter in the absence of oxygen, such as food waste, to produce biogas. They monitor the performance and are responsible for troubleshooting any issues might arise during the process, conducting regular inspections.",add colour; add paint hardeners; add paint thinners; adhere to Standard Operating Procedures; adjust burner controls; adjust drying process to goods; adjust fermentation processes; adjust liquefaction temperature; adjust the varnish mixture; alkylation; analyse oil operations data; apply health and safety standards; apply safety procedures in laboratory; assemble machines; buff finished paintwork,anaerobic digestion plant operator; capsule filling machine operator; chemical mixer; coking furnace operator; cosmetics production machine operator; distillation operator; fermenter operator; fertiliser mixer; gauger; granulator machine operator; lacquer maker; lime kiln operator; mine control room operator; motion picture film developer; nitrator operator; nitroglycerin neutraliser; nitroglycerin separator operator; nonwoven filament machine operator; paint mixer; perfume production machine operator; pesticide mixer; photographic developer; pill maker operator; plodder operator; pyrotechnics drying room attendant; soap chipper; soap drier operator; soap maker; soap tower operator; tracer powder blender; varnish maker; wax bleacher
814,"Rubber, plastic and paper products machine operators",81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,35,"Occupation group: Rubber, plastic and paper products machine operators
Constituent occupations: V-belt builder, V-belt coverer, V-belt finisher, absorbent pad machine operator, belt builder, blow moulding machine operator, cake press operator, coagulation operator, compression moulding machine operator, corrugator operator, envelope maker, fiberglass laminator, fibreglass machine operator, filament winding operator, foam rubber mixer, injection moulding operator, insulating tube winder, optical disc moulding machine operator, paper bag machine operator, paper cutter operator, paper stationery machine operator, paperboard products assembler, plastic furniture machine operator, plastic heat treatment equipment operator, plastic rolling machine operator, pultrusion machine operator, record press operator, rubber cutting machine tender, rubber dipping machine operator, rubber products machine operator, sectional belt mould assembler, tissue paper perforating and rewinding operator, tyre builder, tyre vulcaniser, vacuum forming machine operator

Representative occupation descriptions:
Fiberglass laminators mould fiberglass materials to form hulls and boat decks. They read blueprints and use hand and power tools to cut the composite materials. They apply waxes and lacquers, and prepare surfaces for the placement of fiberglass mats. They use resin-saturated fiberglass to bond wood reinforcing strips to cabin structures and decks. They also prepare materials exposing those to the right temperature. They check finished products for defects and make sure they comply with the specifications.

Plastic heat treatment equipment operators manipulate plastic products using machinery such as furnaces or flame-hardening machines in order to temper, anneal or heat-treat. They set up the machinery and read the production instructions to determine the furnace temperature. Plastic heat treatment equipment operators remove products from machines, let them cool down, examine and test products to see if they conform to specifications.

Blow moulding machine operators operate and monitor blow moulding machine to mould plastic goods, according to requirements. They regulate temperature, air pressure and volume of plastic, according to specifications. Blow moulding machine operators remove finished products and cut away excess material, using a knife. They regrind surplus material and rejected workpieces for reuse, using a grinding machine.",adhesives; adjust bag inside tyres; adjust curing ovens; adjust cut sizes; adjust envelope cutting settings; adjust measuring machines; adjust paper bag machine; adjust paper cutter; adjust scraper bars; adjust the rubber machines; adjust vulcanizing machine; analyse latex samples; apply a protective layer; apply health and safety standards; apply preliminary treatment to workpieces,V-belt builder; V-belt coverer; V-belt finisher; absorbent pad machine operator; belt builder; blow moulding machine operator; cake press operator; coagulation operator; compression moulding machine operator; corrugator operator; envelope maker; fiberglass laminator; fibreglass machine operator; filament winding operator; foam rubber mixer; injection moulding operator; insulating tube winder; optical disc moulding machine operator; paper bag machine operator; paper cutter operator; paper stationery machine operator; paperboard products assembler; plastic furniture machine operator; plastic heat treatment equipment operator; plastic rolling machine operator; pultrusion machine operator; record press operator; rubber cutting machine tender; rubber dipping machine operator; rubber products machine operator; sectional belt mould assembler; tissue paper perforating and rewinding operator; tyre builder; tyre vulcaniser; vacuum forming machine operator
815,"Textile, fur and leather products machine operators",81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,50,"Occupation group: Textile, fur and leather products machine operators
Constituent occupations: automated cutting machine operator, braiding machine operator, braiding textile technician, canvas goods assembler, clothing alteration machinist, clothing sample machinist, colour sampling operator, cotton gin operator, cutting machine operator, embroidery machine operator, finishing textile technician, footwear maintenance technician, footwear production machine operator, footwear stitching machine operator, knitting machine operator, knitting machine supervisor, knitting textile technician, lasting machine operator, laundry ironer, laundry worker, laundry workers supervisor, leather finishing operator, leather goods machine operator, leather goods maintenance technician, leather goods stitching machine operator, leather measuring operator, leather production machine operator, man-made fiber spinner, mattress making machine operator, nonwoven staple machine operator, nonwoven textile technician, pre-lasting operator, pre-stitching machine operator, protective clothing apparel manufacturer, sewing machine operator, sole and heel operator, spinning machine operator, spinning textile operator, textile dyeing technician, textile dyer, textile finishing machine operator, textile machine operator, textile pattern making machine operator, tufting operator, twisting machine operator, weaving machine operator, weaving machine supervisor, weaving textile technician, winding machine operator, yarn spinner

Representative occupation descriptions:
Cutting machine operators check leather, textiles, synthetic materials, dyes and footwear. They select areas of materials to be cut in terms of quality and stretch direction, take the decision of where and how to cut and programme and execute specific technology or machine. The equipment used for large surfaces of materials is frequently an automatic knife. Cutting machine operators position and handle leather or other materials. They adjust cutting machines, match footwear components and pieces, and check cut pieces against specifications and quality requirements.

Leather goods maintenance technicians programme and tune different types of cutting, stitching, finishing and specific equipment related to leather goods manufacturing. They take care of the preventive and corrective maintenance of the various equipment by periodically verifying their working conditions and performance, analysing faults, correcting problems, repairing and substituting components and performing routine lubrications. They provide information on the usage of equipment and its energetic consumption to decision makers inside the company.

Leather goods stitching machine operators join the cut pieces of leather and other materials to produce leather goods, using tools and a wide range of machines, such as flat bed, arm and one or two columns. They also handle tools and monitor machines for preparing the pieces to be stitched, and operate the machines. They select threads and needles for the stitching machines, place pieces in the working area, and operate with machine guiding parts under the needle, following seams, edges or markings or moving edges of parts against the guide.",3D body scanning technologies; adapt to changing situations; adjust cut sizes; adjust filament tension; alter wearing apparel; analyse goal progress; analyse supply chain strategies; apparel manufacturing technology; apply assembling techniques for cemented footwear construction; apply basic rules of maintenance to leather goods and footwear machinery; apply colouring recipes; apply footwear bottoms pre-assembling techniques; apply footwear finishing techniques; apply footwear uppers pre-assembling techniques; apply health and safety standards,automated cutting machine operator; braiding machine operator; braiding textile technician; canvas goods assembler; clothing alteration machinist; clothing sample machinist; colour sampling operator; cotton gin operator; cutting machine operator; embroidery machine operator; finishing textile technician; footwear maintenance technician; footwear production machine operator; footwear stitching machine operator; knitting machine operator; knitting machine supervisor; knitting textile technician; lasting machine operator; laundry ironer; laundry worker; laundry workers supervisor; leather finishing operator; leather goods machine operator; leather goods maintenance technician; leather goods stitching machine operator; leather measuring operator; leather production machine operator; man-made fiber spinner; mattress making machine operator; nonwoven staple machine operator; nonwoven textile technician; pre-lasting operator; pre-stitching machine operator; protective clothing apparel manufacturer; sewing machine operator; sole and heel operator; spinning machine operator; spinning textile operator; textile dyeing technician; textile dyer; textile finishing machine operator; textile machine operator; textile pattern making machine operator; tufting operator; twisting machine operator; weaving machine operator; weaving machine supervisor; weaving textile technician; winding machine operator; yarn spinner
816,Food and related products machine operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,55,"Occupation group: Food and related products machine operators
Constituent occupations: animal feed operator, baking operator, beverage filtration technician, blanching operator, blender operator, blending plant operator, brew house operator, bulk filler, cacao bean roaster, cacao beans cleaner, candy machine operator, carbonation operator, cellar operator, centrifuge operator, chilling operator, chocolate moulding operator, cider fermentation operator, cigarette making machine operator, clarifier, cocoa mill operator, cocoa press operator, coffee grinder, coffee roaster, dairy processing operator, dairy products manufacturing worker, distillery miller, distillery worker, dryer attendant, extract mixer tester, fat-purification worker, fish canning operator, fish production operator, flour purifier operator, food production operator, fruit and vegetable canner, fruit-press operator, germination operator, honey extractor, hydrogenation machine operator, kettle tender, liquor blender, liquor grinding mill operator, malt kiln operator, milk heat treatment process operator, miller, pasta operator, prepared meat operator, refining machine operator, sauce production operator, starch converting operator, starch extraction operator, sugar refinery operator, vermouth manufacturer, wine fermenter, yeast distiller

Representative occupation descriptions:
Blender operators produce non-alcoholic flavoured waters by managing the administration of a large selection of ingredients to water. They handle and administer ingredients such as sugar, fruits juices, vegetable juices, syrups based on fruit or herbs, natural flavours, synthetic food additives like artificial sweeteners, colours, preservatives, acidity regulators, vitamins, minerals, and carbon dioxide. They manage the quantities depending on the product.

Prepared meat operators process meat either by hand or using meat machines such as meat grinding, crushing or mixing machines. They perform preservation processes such as pasteurising, salting, drying, freeze-drying, fermenting and smoking. Prepared meat operators strive to keep meat free from germs and other health risks for a longer period than fresh meat.

Vermouth manufacturers perform all the production processes required to produce vermouth. They mix ingredients and botanicals with wine and other spirits. They perform maceration, mixing and filtering of beverages together with the botanicals. Moreover, they manage the maturation of the beverages and forecast when the vermouth is ready for bottling.",act reliably; adapt efficient food processing practices; adhere to organisational guidelines; adjust drying process to goods; adjust temperature gauges; administer additives to tobacco; administer chemicals for beverage clarification; administer chemicals to starch production; administer ingredients in food production; age alcoholic beverages in vats; air-cure tobacco; airtight storage; alkali stages of refining processes for edible oils; analyse milled cocoa density; animal anatomy for food production,animal feed operator; baking operator; beverage filtration technician; blanching operator; blender operator; blending plant operator; brew house operator; bulk filler; cacao bean roaster; cacao beans cleaner; candy machine operator; carbonation operator; cellar operator; centrifuge operator; chilling operator; chocolate moulding operator; cider fermentation operator; cigarette making machine operator; clarifier; cocoa mill operator; cocoa press operator; coffee grinder; coffee roaster; dairy processing operator; dairy products manufacturing worker; distillery miller; distillery worker; dryer attendant; extract mixer tester; fat-purification worker; fish canning operator; fish production operator; flour purifier operator; food production operator; fruit and vegetable canner; fruit-press operator; germination operator; honey extractor; hydrogenation machine operator; kettle tender; liquor blender; liquor grinding mill operator; malt kiln operator; milk heat treatment process operator; miller; pasta operator; prepared meat operator; refining machine operator; sauce production operator; starch converting operator; starch extraction operator; sugar refinery operator; vermouth manufacturer; wine fermenter; yeast distiller
817,Wood processing and papermaking plant operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,19,"Occupation group: Wood processing and papermaking plant operators
Constituent occupations: band saw operator, bleacher operator, chipper operator, crosscut saw operator, debarker operator, digester operator, engineered wood board machine operator, froth flotation deinking operator, laminating machine operator, paper machine operator, paper pulp moulding operator, planer thicknesser operator, pulp technician, sawmill operator, table saw operator, veneer slicer operator, wash deinking operator, wood fuel pelletiser, wood router operator

Representative occupation descriptions:
Veneer slicer operators slice lumber into thin sheets to be used as a cover for other materials, such as particle board or fibre board. Veneer slicers may use various machines to obtain different cuts of wood: a rotary lathe to produce cuts peripendicular to the growth rings, a slicing machine to create plank-like cuts, or a half-round lathe which gives the operator the freedom to make a selection of the most interesting cuts.

Froth flotation deinking operators tend a tank that takes in recycled paper and mixes it with water. The solution is brought to a temperature around 50°C Celsius, after which air bubbles are blown into the tank. The air bubbles lift ink particles to the surface of the suspension and form a froth that is then removed.

Table saw operators work with industrial saws that cut with a rotating circular blade. The saw is built into a table. The operator sets the height of the saw to control the depth of the cut. Particular attention is paid to safety, as factors such as natural stresses within the wood may produce unpredictable forces.",adjust cut sizes; adjust planer; adjust solutions' consistency; apply paper coating; check material resources; check paper quality; composite materials; concentrate pulp slurry; consult technical resources; create cutting plan; cutting technologies; deinking processes; dispose of cutting waste material; drive chipper truck; ensure conformity to specifications,band saw operator; bleacher operator; chipper operator; crosscut saw operator; debarker operator; digester operator; engineered wood board machine operator; froth flotation deinking operator; laminating machine operator; paper machine operator; paper pulp moulding operator; planer thicknesser operator; pulp technician; sawmill operator; table saw operator; veneer slicer operator; wash deinking operator; wood fuel pelletiser; wood router operator
818,Other stationary plant and machine operators,81,Stationary plant and machine operators,8,Plant and machine operators and assemblers,23,"Occupation group: Other stationary plant and machine operators
Constituent occupations: auger press operator, boiler operator, brick and tile caster, canning and bottling line operator, cigar brander, clay kiln burner, clay products dry kiln operator, cylinder filler, drawing kiln operator, dry press operator, edge bander operator, fibre machine tender, footwear finishing and packing operator, glass annealer, glass forming machine operator, glass polisher, heat sealing machine operator, kiln firer, leather goods packing operator, packaging and filling machine operator, slitter operator, steam plant operator, tunnel kiln operator

Representative occupation descriptions:
Leather goods packing operators perform the final revision of the leather goods products. They apply accessories such as the handles, padlocks, or other features of the product, e.g. labels. They introduce products in textile sacs if applicable, fill them with paper to maintain the product's shape and then place products in boxes using adequate tools for products' protection. They are in charge of general packaging, and check the completion of each order by getting the boxes into the parcels and preparing the documentation for expedition by the transport agency.

Footwear finishing and packing operators apply several techniques for assuring an appropriate final appearance of the packed pairs of footwear that are going to be sold. They follow information received from their supervisor about the shoes that are going to be finished, the means and materials to be used and the sequence of operations.

Tunnel kiln operators control preheating chambers and tunnel kilns to preheat and bake clay products, such as bricks, sewer popes, mosaic, ceramic or quarry tiles. They observe gauges and instruments and adjust by turning valves if necessary. They pull loaded kiln cars in and out of the heaters and move them to a sorting area.",adhere to Standard Operating Procedures; adhere to organisational guidelines; adjust burner controls; adjust clay burning level; adjust cylinder valves; adjust feeder tubes; adjust glass sheets; apply GMP; apply HACCP; apply basic rules of maintenance to leather goods and footwear machinery; apply footwear and leather goods quality control techniques; apply footwear finishing techniques; apply numeracy skills; apply requirements concerning manufacturing of food and beverages; assist bottling,auger press operator; boiler operator; brick and tile caster; canning and bottling line operator; cigar brander; clay kiln burner; clay products dry kiln operator; cylinder filler; drawing kiln operator; dry press operator; edge bander operator; fibre machine tender; footwear finishing and packing operator; glass annealer; glass forming machine operator; glass polisher; heat sealing machine operator; kiln firer; leather goods packing operator; packaging and filling machine operator; slitter operator; steam plant operator; tunnel kiln operator
821,Assemblers,82,Assemblers,8,Plant and machine operators and assemblers,36,"Occupation group: Assemblers
Constituent occupations: aircraft assembler, aircraft engine assembler, ammunition assembler, battery assembler, bicycle assembler, control panel assembler, dental instrument assembler, electrical cable assembler, electrical equipment assembler, electromechanical equipment assembler, electronic equipment assembler, electronic musical instrument maker, firework assembler, furniture assembler, industrial machinery assembler, jewellery assembler, mechatronics assembler, medical device assembler, metal furniture machine operator, metal products assembler, motor vehicle assembler, motor vehicle body assembler, motor vehicle engine assembler, motor vehicle parts assembler, motorcycle assembler, photographic equipment assembler, plastic products assembler, printed circuit board assembler, rolling stock assembler, rubber goods assembler, semiconductor processor, surface-mount technology machine operator, vessel engine assembler, wave soldering machine operator, wire harness assembler, wood products assembler

Representative occupation descriptions:
Motor vehicle body assemblers fasten motor vehicle body parts and components together such as frames, doors, chassis and hoods. They use hand tools, power tools and other equipment such as CNC machines or robots. They read technical plans and use automated assembling equipment to build motor vehicle bodies. They inspect individual parts for malfunctions and check the quality of assemblies to make sure the standards are met and the specifications respected. Motor vehicle body assemblers report any assembly issues to their supervisor.

Metal furniture machine operators use machines and power tools to cut, shape and join metal pieces in order to produce metal furniture ranging from office furnishings to outdoors fittings. They use different types of metal such as aluminium, iron and stainless steel, and different types of processes such as metal forming and casting. They polish, apply protective layers and, in some cases, decorative finishes to the metal pieces. They assemble and join the elements to obtain the final product.

Motor vehicle parts assemblers fasten motor vehicle parts and components together. They use hand and tools power tools to connect wiring and cables, position and adjust parts. Motor vehicle parts assemblers also set up programmable devices or robots. They test electrical assemblies and equipment and inspect individual parts for malfunctions. They check the quality of assemblies to make sure the standards are met and the specifications are complied with.",LED lighting components; adjust jewellery; adjust voltage; aircraft mechanics; align components; apply a protective layer; apply assembly techniques; apply coating to electrical equipment; apply fabric tape; apply health and safety standards; apply optical coating; apply preliminary treatment to workpieces; apply soldering techniques; apply through-hole technology manually; assemble ammunition,aircraft assembler; aircraft engine assembler; ammunition assembler; battery assembler; bicycle assembler; control panel assembler; dental instrument assembler; electrical cable assembler; electrical equipment assembler; electromechanical equipment assembler; electronic equipment assembler; electronic musical instrument maker; firework assembler; furniture assembler; industrial machinery assembler; jewellery assembler; mechatronics assembler; medical device assembler; metal furniture machine operator; metal products assembler; motor vehicle assembler; motor vehicle body assembler; motor vehicle engine assembler; motor vehicle parts assembler; motorcycle assembler; photographic equipment assembler; plastic products assembler; printed circuit board assembler; rolling stock assembler; rubber goods assembler; semiconductor processor; surface-mount technology machine operator; vessel engine assembler; wave soldering machine operator; wire harness assembler; wood products assembler
831,Locomotive engine drivers and related workers,83,Drivers and mobile plant operators,8,Plant and machine operators and assemblers,6,"Occupation group: Locomotive engine drivers and related workers
Constituent occupations: level crossing signalperson, rail switchperson, shunter, train dispatcher, train driver, train preparer

Representative occupation descriptions:
Train preparers are responsible for checking and testing of equipment and systems on rail vehicles before vehicles are moved. They ensure that a train is in a fit condition to enter service, that the train equipment is correctly deployed and the formation of the train matches the train’s designated pathway. Depending on the individual work organisation of the operator they also perform technical inspections carried out prior to the train entering service.

Train drivers operate trains providing passenger or cargo transport services. They are responsible for driving the locomotive in safe manner, respecting all relevant safety, operational and communication regulations, and have full responsibility for the safety of passengers and cargo. The task involves cooperation and communication with the relevant staff under the infrastructure manager, as well as with staff on board the train.

Shunters move shunting units with or without wagons or groups of wagons in order to build trains. They manage the driving of locomotives and are involved in switching wagons, making or splitting up trains in shunting yards or sidings. They operate according to the technical features, such as controlling movement via a remote control device.",act with a high level of safety awareness; adjust weight of cargo to capacity of freight transport vehicles; apply signalling control procedures; assess railway operations; characteristics of wheel rail interface; check train engines; communicate verbal instructions; communicate with customers; compile railway signalling reports; comply with legal regulations; comply with railway safety standards; control train arrivals; control train departures; control train movement; cooperate with colleagues,level crossing signalperson; rail switchperson; shunter; train dispatcher; train driver; train preparer
832,"Car, van and motorcycle drivers",83,Drivers and mobile plant operators,8,Plant and machine operators and assemblers,8,"Occupation group: Car, van and motorcycle drivers
Constituent occupations: armoured car driver, car and van delivery driver, hearse driver, motorcycle delivery person, parking valet, patient transport services driver, private chauffeur, taxi driver

Representative occupation descriptions:
Armoured car drivers drive the armoured car to transfer valuable items, such as money, to different locations. They never leave the car. They work in cooperation with the armoured car guards who deliver the valuables to their final recipients. Armoured car drivers ensure vehicle security at all times by following company policies.

Parking valets provide assistance to clients by moving their vehicles to a specific parking location. They may also help with handling clients' luggage and provide information on parking rates. Parking valets maintain a friendly attitude towards their clients and follow company policies and procedures.

Motorcycle delivery persons perform the transportation of all kinds of packets containing objects, loose pieces, prepared meals, medications and documents that require special treatment in terms of urgency, value or fragility. They transport and deliver their packets by motorcycle.",act reliably; adhere to organisational guidelines; adhere to transportation work schedule; analyse travel alternatives; apply company policies; apply knowledge of human behaviour; assist passengers; communicate with customers; company policies; complete patient journey records; comply with legislation related to health care; control the performance of the vehicle; differentiate types of packages; drive ambulance under non-emergency conditions; drive automatic car,armoured car driver; car and van delivery driver; hearse driver; motorcycle delivery person; parking valet; patient transport services driver; private chauffeur; taxi driver
833,Heavy truck and bus drivers,83,Drivers and mobile plant operators,8,Plant and machine operators and assemblers,12,"Occupation group: Heavy truck and bus drivers
Constituent occupations: aircraft fuel system operator, bus driver, cargo vehicle driver, concrete pump operator, dangerous goods driver, fire service vehicle operator, live animal transporter, moving truck driver, refuse vehicle driver, tow truck driver, tram driver, trolley bus driver

Representative occupation descriptions:
Tow truck drivers transport vehicles that are damaged, broken down, brand-new or immobilized by public authorities by operating a tow truck. They offer a variety of services such as emergency towing on the road or for police impoundment. Tow truck drivers operate towing equipment, arrange itineraries, and ensure safety during the entire transportation process.

Live animal transporters provide transport and transfer for live animals, including the monitoring of the health and welfare of animals, the planning of, and preparation for journeys, and loading and unloading of animals, according to national and international legislation.

Refuse vehicle drivers drive the large vehicles used for refuse collection. They drive the vehicles from the homes and facilities where the refuse is collected by the refuse collectors on the lorry and transport the waste to the waste treatment and disposal facilities.",accommodate cargo in freight transport vehicle; adhere to transportation work schedule; anatomy of animals; animal behaviour; animal transportation vehicles; animal welfare; animal welfare legislation; anticipate foreseeable problems on the road; apply advanced driving techniques; apply animal hygiene practices; apply conflict management; apply safe work practices in a veterinary setting; apply tramway regulations; assess animal behaviour; assist disable passengers,aircraft fuel system operator; bus driver; cargo vehicle driver; concrete pump operator; dangerous goods driver; fire service vehicle operator; live animal transporter; moving truck driver; refuse vehicle driver; tow truck driver; tram driver; trolley bus driver
